ref_number,disclosure_group,title_en,title_fr,name,purpose_en,purpose_fr,start_date,end_date,destination_en,destination_fr,airfare,other_transport,lodging,meals,other_expenses,total,additional_comments_en,additional_comments_fr,owner_org,owner_org_title
T-2018-Q2-00075,SLE,"Assistant Deputy Minister,Market and Industry Service Branch","Sous Ministre Adjoint,Direction générale des services à l'industrie et aux marchés",Frédéric Seppey,North American Free Trade Agreement Negotiations,Négociations de l’Accord de libre-échange nord-américain ,2018-08-29,2018-09-01,"Washington, United States","Washington, États-Unis",1248.79,470.56,748.06,605.38,4.57,3077.36,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00076,SLE,"Acting Assistant Deputy Minister, Public Affairs Branch","Sous-Ministre adjoint par intérim, Direction générale des affaires publiques",Steven Jurgutis,"Federal, Provincial and Territorial conference ","Conférence Fédéreau des Ministres, provinciaux et territoriaux",2018-07-17,2018-07-21,"Vancouver, British-Columbia","Vancouver, Colombie-Britannique",829.23,159.75,983.49,204.15,375,2551.62,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00077,SLE,"Assistant Deputy Minister, Programs Branch ","Sous Ministre Adjointe, direction générale des programmes ",Jane Taylor ,Winnipeg Regional Visit ,Visite régionale à Winnipeg ,2017-06-05,2017-06-07,"Winnipeg, Manitoba ","Winnipeg, Manitoba",910.64,71,188.02,169.55,0,1339.21,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q2-00078,SLE,"Assistant Deputy Minister, Programs Branch ","Sous Ministre Adjointe, direction générale des programmes ",Jane Taylor ,Minister's  Federal/ Provincial and Territorial (FPT) Meeting ,Réunion fédérale-provinciale et territoriale (FPT) du Ministre ,2017-07-17,2017-07-20,"Vancouver, British-Columbia ","Vancouver, Colombie-Britannique ",928.02,84.04,983.49,252.3,375,2622.85,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00007,MPSES,Director of Policy,Directrice de la politique,Alison Porter,To accompany the Minister on the Ministerial Mission to China,Pour accompagner le ministre à la mission ministérielle en Chine.,2018-11-02,2018-11-15,"Shanghai, China; Qingdao, China; Beijing, China","Shanghai, Chine; Qingdao, Chine; Beijing, Chine",7089.58,28.98,3662.46,1993.16,0,12774.18,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00008,MPSES,Special Assistant,Assistant spécial,George Summers-Lubar,To accompany the Minister for announcements and meetings during the Ontario Outreach,Pour accompagner le ministre pour les annonces et les réunions lors de la campagne de sensibilisation en Ontario,2018-11-26,2018-11-27,"London, Ontario","London, Ontario",651.16,32.94,128.1,164.8,0,977,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00009,MPSES,Director of Communications,Directrice des communications,Katie Hawkins,"To accompany the Minister to an announcement, a round-table with stakeholders and to various meetings","Pour accompagner le ministre à l'annonce, la table ronde avec les parties pertinantes et divers réunions",2018-09-11,2018-09-13,"Saskatoon, Saskatchewan","Saskatoon, Saskatchewan",1230.07,50.61,329.28,312.3,0,1922.26,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00010,MPSES,Director of Communications,Directrice des communications,Katie Hawkins,To accompany the Minister to the Ontario Outreach,Pour accompagner le ministre  lors de la campagne de sensibilisation en Ontario,2018-09-19,2018-09-21,"Chatham, Ontario","Chatham, Ontario",1070.39,96.9,293.78,234.75,0,1695.82,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00011,MPSES,Director of Parliamentary Affairs,Directeur des affaires parlementaires,Matthew Mann,To accompany the minister to high-level meetings with European Union Commissioners and representatives of the European Union members states; and trade promotion activities,Pour accompagner le ministre aux réunions de haut niveau avec les commissaires de l'Union européenne et les représentants d'États membres de l'Union européenne; et des activités de promotion commerciale ,2018-10-05,2018-10-12,"Madrid, Spain; Brussels, Belgium; Rome, Italy","Madrid, Espagne; Bruxelles, Belgique; Rome, Italie",6546.64,192.57,2088.83,996.45,0,9824.49,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00012,MPSES,Parliamentary Secretary Assistant,Adjoint du Secrétaire parlementaire,Michel-Antoine Renaud,"To accompany the Parliamentary Secretary to a meeting with the Prime Minister, the Union des producteurs agricoles and Dairy Farmers of Canada","Pour accompagner le Secrétaire parlementaire à une réunion avec le Premier ministre, l’Union des producteurs agricoles et les Producteurs de lait du Canada",2018-10-03,2018-10-04,"Montreal, Quebec","Montréal, Québec",0,236.34,192.06,107.4,0,535.8,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00019,MPSES,Student,Étudiant,Nick McRoberts,To accompany the Minister for announcements and meetings,Pour accompagner le ministre pour les annonces et les réunions,2018-11-29,2018-12-02,"Charlottetown, Prince Edward Island","Charottetown, Île-du-Prince-Édouard",889.99,0,0,174.7,0,1064.69,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00013,MPSES,Parliamentary Secretary Assistant,Adjoint du Secrétaire parlementaire,Michel-Antoine Renaud,To accompany the Parliamentary Secretary to an announcement and reception of the Organic Cluster at the Victoriaville College,Pour accompagner le Secrétaire parlementaire à une annonce et réception de les groupes du secteur organique au Cégep de Victoriaville,2018-10-11,2018-10-11,"Victoriaville, Quebec","Victoriaville, Québec",0,425.63,0,19.85,0,445.48,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00014,MPSES,Parliamentary Secretary Assistant,Adjoint du Secrétaire parlementaire,Michel-Antoine Renaud,"To accompany the Parliamentary Secretary to visit the Chinese Minister of Agriculture in Montreal. To visit the Olymel plant in Saint-Esprit, Quebec and Prograin in Saint-Cesaire, Quebec","Pour accompagner le Secrétaire parlementaire à visiter le ministre chinois de l'Agriculture à Montréal et visiter l’installation Olymel à Saint-Esprit, Québec et Prograin à Saint-Césaire, Québec",2018-10-15,2018-10-16,"Montreal, Quebec; Saint-Esprit, Quebec; Saint-Cesaire, Quebec","Montréal, Québec; Saint-Esprit, Québec; Saint-Césaire, Québec",0,340.52,172.55,107.4,0,620.47,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00015,MPSES,Parliamentary Secretary Assistant,Adjoint du Secrétaire parlementaire,Michel-Antoine Renaud,To accompany the Parliamentary Secretary to the Food Secure – Reset the Table assembly,Pour accompagner le Secrétaire parlementaire à l’assemblée Tablée des idées du Réseau pour une alimentation durable,2018-11-02,2018-11-03,"Montreal, Quebec","Montréal, Québec",0,93.33,0,69.85,0,163.18,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00016,MPSES,Parliamentary Secretary Assistant,Adjoint du Secrétaire parlementaire,Michel-Antoine Renaud,To accompany the Parliamentary Secretary to dairy meetings and Dairy Farm Investment Program announcements,Pour accompagner le Secrétaire parlementaire à des réunions de laiterie et des annonces du Programme d'investissement pour fermes laitières,2018-11-11,2018-11-13,"Brome-Missisquoi, Quebec","Brome-Missisquoi, Québec",0,171.41,0,90.1,,261.51,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00017,MPSES,Parliamentary Secretary Assistant,Adjoint du Secrétaire parlementaire,Michel-Antoine Renaud,To accompany the Parliamentary Secretary to Expo-FIHOQ in Drummondville for Ornamental Horticulture Cluster announcements,Pour accompagner le Secrétaire parlementaire à l'Expo-FIHOQ à Drummondville pour des annonces pour les groupes du secteur de l'horticulture ornementale,2018-11-15,2018-11-16,"Drummondville, Quebec","Drummondville, Québec",0,141.95,118.99,117.3,0,378.24,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00018,MPSES,Student,Étudiant,Nick McRoberts,To support the Minister for announcements and meetings,Pour soutenir le ministre pour les annonces et les réunions,2018-10-04,2018-10-05,"Charlottetown, Prince Edward Island","Charottetown, Île-du-Prince-Édouard",1012.03,0,0,124.7,0,1136.73,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00035,MPSES,Minister,Ministre,Lawrence MacAulay,To attend the Ministerial Mission to China,Assister à la mission ministérielle en Chine,2018-11-02,2018-11-15,"Shanghai, China; Qingdao, China; Beijing, China","Shanghai, Chine; Qingdao, Chine; Beijing, Chine",12693.6,0,3662.46,1797.26,,18153.32,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00021,MPSES,Communications Advisor,Conseiller en communications,Oliver Anderson,"To accompany the Minister to an announcement, a round-table with stakeholders and to various meetings","Pour accompagner le ministre à l'annonce, la table ronde avec les parties pertinentes et divers réunions",2018-09-11,2018-09-13,"Saskatoon, Saskatchewan","Saskatoon, Saskatchewan",1054.92,69.68,331.56,244.7,0,1700.86,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00022,MPSES,Communications Advisor,Conseiller en communications,Oliver Anderson,To accompany the Minister to the Ontario Outreach,Pour accompagner le ministre  lors de la campagne de sensibilisation en Ontario,2018-09-19,2018-09-21,"Chatham, Ontario","Chatham, Ontario",1039.88,33.41,293.78,234.75,0,1601.82,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00023,MPSES,Communications Advisor,Conseiller en communications,Oliver Anderson,To accompany the Minister for announcements and meetings,Pour accompagner le ministre pour les annonces et les réunions,2018-10-04,2018-10-05,"Charlottetown, Prince Edward Island","Charottetown, Île-du-Prince-Édouard",929.54,107.93,164.65,124.7,0,1326.82,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00024,MPSES,Communications Advisor,Conseiller en communications,Oliver Anderson,To accompany the Minister for announcements and meetings during the Ontario Outreach,Pour accompagner le ministre pour les annonces et les réunions lors de la campagne de sensibilisation en Ontario,2018-11-26,2018-11-27,"London, Ontario","London, Ontario",651.16,24.02,128.1,164.8,0,968.08,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00025,MPSES,Communications Advisor,Conseiller en communications,Oliver Anderson,To accompany the Minister for announcements and meetings,Pour accompagner le ministre pour les annonces et les réunions,2018-11-29,2018-11-30,"Charlottetown, Prince Edward Island","Charottetown, Île-du-Prince-Édouard",892.25,283.38,181.23,174.7,0,1531.56,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00026,MPSES,Chief of Staff,Chef de cabinet,Vincent MacNeil,To accompany the Minister for announcements and meetings,Pour accompagner le ministre pour les annonces et les réunions,2018-09-03,2018-09-04,"Winnipeg, Manitoba","Winnipeg, Mantiboa",1175.74,22.08,201.03,169.55,0,1568.4,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00027,MPSES,Chief of Staff,Chef de cabinet,Vincent MacNeil,"To accompany the Minister to an announcement, a round-table with stakeholders and to various meetings","Pour accompagner le ministre à l'annonce, la table ronde avec les parties pertinentes et divers réunions",2018-09-11,2018-09-13,"Saskatoon, Saskatchewan","Saskatoon, Saskatchewan",1470.67,65.54,329.28,264.15,0,2129.64,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00036,MPSES,Minister,Ministre,Lawrence MacAulay,To attend various tours and an announcement during the Ontario Outreach,Pour assister à divers visites et une annonce lors de la campagne de sensibilisation en Ontario,2018-11-26,2018-11-27,"London, Ontario","London, Ontario",1035.7,0,134.41,144.55,0,1314.66,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00028,MPSES,Chief of Staff,Chef de cabinet,Vincent MacNeil,To accompany the Minister to high-level meetings with European Union Commissioners and representatives of the European Union members states; and trade promotion activities,Pour accompagner le ministre aux réunions de haut niveau avec les commissaires de l'Union européenne et les représentants d'États membres de l'Union européenne; et des activités de promotion commerciale ,2018-10-05,2018-10-12,"Madrid, Spain; Brussels, Belgium; Rome, Italy","Madrid, Espagne; Bruxelles, Belgique; Rome, Italie",6546.64,190.61,2067.67,996.45,0,9801.37,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00029,MPSES,Chief of Staff,Chef de cabinet,Vincent MacNeil,To support and attend various meetings with the Minister,Pour assister et soutenir le ministre  à divers réunions,2018-10-19,2018-10-21,"Charlottetown, Prince Edward Island","Charottetown, Île-du-Prince-Édouard",1066.27,,,107.4,0,1173.67,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00030,MPSES,Chief of Staff,Chef de cabinet,Vincent MacNeil,To accompany the Minister on the Ministerial Mission to China,Pour accompagner le ministre à la mission ministérielle en Chine.,2018-11-02,2018-11-15,"Shanghai, China; Qingdao, China; Beijing, China","Shanghai, Chine; Qingdao, Chine; Beijing, Chine",7089.58,82.09,3751.56,1993.16,0,12916.39,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00031,MPSES,Chief of Staff,Chef de cabinet,Vincent MacNeil,To attend meetings on the Minister's behalf with Stakeholders ,Pour assister à des réunions avec les intervenants au nom du ministre,2018-11-25,2018-11-26,"Charlottetown, Prince Edward Island","Charottetown, Île-du-Prince-Édouard",1264.92,99.85,0,214.8,0,1579.57,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00032,MPSES,Minister,Ministre,Lawrence MacAulay,For announcements and meetings,Pour les annonces et les réunions,2018-09-03,2018-09-04,"Winnipeg, Manitoba","Winnipeg, Manitoba",1097.77,0,201.03,169.55,0,1468.35,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
T-2018-Q3-00033,MPSES,Minister,Ministre,Lawrence MacAulay,"Ontario Outreach, attend the International Plowing Match, various farm tours and an announcement","Campagne de sensibilisation en Ontario, assister au championnat international de labour, divers visites de fermes et une annonce",2018-09-19,2018-09-21,"Chatham, Ontario","Chatham, Ontario",1293,24.77,293.78,234.75,0,1846.3,,,aafc-aac,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
